donor_id,first_name,last_name,email,city,total_donations,avg_donation_amount,donation_frequency,days_since_last_donation,donation_consistency,largest_donation,smallest_donation,campaigns_participated,volunteer_hours,referrals,will_donate_again
DON975541,John,Hall,john_hall25@icloud.com,Denver,3,91.63,2.59,422,0.4,153.8,31.74,7,1,11,0
DON929076,Betty,Rodriguez,bettyrodriguez55@icloud.com,Boston,3,75.11,3.0,232,0.55,206.76,35.54,3,77,15,1
DON570432,Helen,Wright,helen.wright51@hotmail.com,Portland,2,69.35,2.0,194,0.24,134.94,40.4,2,33,6,0
DON302125,Matthew,Walker,matthewwalker86@gmail.com,Columbus,3,241.6,3.0,212,0.08,672.15,114.07,7,42,12,1
DON250413,Michelle,Brown,michelle_brown12@yahoo.com,Los Angeles,5,155.5,5.0,93,0.47,423.96,75.65,10,11,4,1
DON727178,Barbara,Jackson,barbarajackson97@icloud.com,Los Angeles,4,5.78,4.0,265,0.1,14.03,4.0,8,19,0,0
DON871085,Steven,Scott,steven_scott79@gmail.com,Portland,1,176.48,1.0,329,0.44,454.07,92.25,2,73,11,0
DON278479,Paul,Perez,paul.perez2@outlook.com,Fort Worth,4,106.24,4.0,329,0.27,286.32,52.04,3,93,1,0
DON593263,Edward,Garcia,edwardgarcia98@gmail.com,Chicago,2,184.02,2.0,35,0.03,383.81,83.19,4,6,13,1
DON210000,Jane,Hill,jane.hill6@gmail.com,San Antonio,13,182.94,13.0,56,0.59,368.79,112.15,9,32,7,1
DON185625,Anthony,Adams,anthony.adams48@gmail.com,Houston,12,235.66,12.0,69,0.62,630.51,138.56,9,67,3,1
DON446039,Karen,Gonzalez,karen.gonzalez56@hotmail.com,San Antonio,1,127.84,1.0,127,0.36,326.0,78.12,0,56,4,1
DON104304,Susan,Smith,susan_smith25@yahoo.com,Jacksonville,32,771.09,32.0,3,0.77,1630.06,328.12,9,15,8,1
DON332736,Barbara,Flores,barbara_flores25@gmail.com,Nashville,3,26.05,2.53,433,0.14,51.06,17.97,0,26,14,0
DON478678,Matthew,Harris,matthewharris28@outlook.com,San Jose,13,65.1,13.0,47,0.66,118.96,26.09,1,79,6,1
DON981855,Lisa,Ramirez,lisa.ramirez93@outlook.com,Columbus,13,136.37,13.0,65,0.72,290.84,67.91,1,82,12,1
DON899493,Jason,Wilson,jason.wilson35@outlook.com,Denver,5,46.93,5.0,341,0.17,101.62,26.99,6,16,2,0
DON188567,Joshua,Baker,joshua.baker68@email.com,Portland,2,76.52,2.0,294,0.42,183.8,29.02,8,98,5,0
DON201722,Robert,Torres,robert.torres38@yahoo.com,Memphis,5,266.97,5.0,135,0.57,501.82,89.9,5,73,1,1
DON907891,Andrew,Clark,andrew_clark2@yahoo.com,Boston,5,269.6,5.0,133,0.69,736.11,155.31,6,61,4,1
DON155064,Matthew,Torres,matthew_torres87@hotmail.com,Jacksonville,12,147.03,12.0,175,0.66,245.91,69.74,5,18,0,1
DON572498,Karen,Rivera,karen_rivera94@yahoo.com,Indianapolis,2,38.31,2.0,312,0.15,80.11,21.26,7,25,12,0
DON920339,Michael,Williams,michaelwilliams91@gmail.com,Austin,41,714.19,41.0,29,0.92,1928.98,425.84,4,33,1,1
DON676025,Linda,Nelson,lindanelson34@hotmail.com,San Antonio,28,438.89,28.0,33,0.92,1031.95,219.53,10,33,0,1
DON996289,Matthew,Garcia,matthew_garcia5@email.com,Portland,1,41.74,1.0,238,0.04,122.86,17.58,0,33,2,0
DON876610,Nancy,Lee,nancy.lee22@email.com,Nashville,48,350.35,48.0,16,0.73,942.86,145.81,5,46,4,1
DON767391,Emily,Jones,emilyjones48@hotmail.com,Houston,3,20.06,3.0,344,0.28,56.81,7.3,7,42,5,0
DON391408,Andrew,Mitchell,andrew_mitchell47@hotmail.com,San Jose,10,132.66,10.0,55,0.53,221.19,76.85,2,4,5,1
DON289306,Barbara,Lopez,barbara_lopez68@email.com,Indianapolis,9,283.06,9.0,71,0.61,531.0,184.81,10,24,8,1
DON440999,Elizabeth,Ramirez,elizabethramirez51@gmail.com,Seattle,29,407.2,29.0,12,0.96,724.13,138.62,10,0,7,1
DON267575,Kimberly,Martinez,kimberlymartinez66@icloud.com,Indianapolis,2,143.77,2.0,365,0.37,319.3,73.04,1,64,11,1
DON840586,Steven,Jackson,steven.jackson82@outlook.com,Chicago,3,94.26,1.93,567,0.27,184.34,60.57,9,70,10,0
DON595225,Thomas,Robinson,thomasrobinson61@email.com,Fort Worth,16,1028.15,16.0,28,0.85,1939.93,631.34,5,17,5,1
DON942217,Kimberly,Thomas,kimberly_thomas68@hotmail.com,Seattle,3,43.15,3.0,14,0.33,65.95,19.06,1,66,8,0
DON747689,Steven,Clark,steven_clark5@icloud.com,Memphis,1,27.5,1.0,294,0.31,52.45,15.38,6,82,5,0
DON292169,James,Lee,jameslee55@yahoo.com,Memphis,13,317.02,13.0,101,0.5,917.37,102.43,10,89,12,1
DON307172,Daniel,Baker,danielbaker52@yahoo.com,Las Vegas,10,277.9,10.0,154,0.78,720.63,133.84,0,53,1,1
DON981777,William,Johnson,williamjohnson30@icloud.com,San Jose,3,25.55,3.0,199,0.46,70.17,7.86,5,77,5,0
DON238946,Michael,Nguyen,michael_nguyen58@outlook.com,Los Angeles,43,259.82,43.0,46,0.96,713.57,132.79,5,90,9,1
DON585413,Ashley,Perez,ashley.perez36@email.com,San Diego,13,141.66,13.0,129,0.64,262.02,85.08,7,45,15,1
DON816248,Michael,Walker,michaelwalker86@hotmail.com,Jacksonville,31,561.87,31.0,52,0.79,901.37,318.73,6,79,10,1
DON794462,Edward,Scott,edwardscott82@outlook.com,Fort Worth,5,140.13,5.0,90,0.38,385.5,70.01,9,34,3,1
DON318676,Donald,Hall,donald_hall44@hotmail.com,Memphis,1,46.91,1.0,311,0.11,85.83,28.45,1,33,3,0
DON677734,Jennifer,Thomas,jennifer_thomas83@email.com,Indianapolis,3,39.77,2.63,417,0.23,60.47,20.77,6,15,3,0
DON154694,Patricia,Williams,patricia_williams29@icloud.com,Dallas,2,93.16,2.0,355,0.39,193.17,61.23,5,52,11,0
DON491965,Steven,Torres,steven.torres87@email.com,New York,1,77.58,1.0,320,0.15,186.22,46.29,1,38,5,0
DON799233,Dorothy,Rodriguez,dorothy.rodriguez20@yahoo.com,Phoenix,1,86.36,0.9,406,0.1,202.02,40.34,10,22,5,0
DON116275,David,Lopez,david_lopez33@icloud.com,Austin,2,173.86,2.0,68,0.3,515.38,76.35,5,56,1,1
DON193253,Sandra,Scott,sandra.scott29@hotmail.com,Phoenix,1,23.22,1.0,277,0.24,51.93,8.49,5,0,3,0
DON450251,Jennifer,Adams,jennifer_adams14@icloud.com,Chicago,1,13.86,1.0,361,0.0,38.39,7.78,2,31,12,0
DON650024,Jennifer,Walker,jenniferwalker60@icloud.com,San Francisco,1,101.44,1.0,228,0.11,179.31,54.7,1,84,4,0
DON513515,Lisa,Jackson,lisa.jackson55@hotmail.com,Boston,12,423.78,12.0,71,0.63,1214.22,248.02,6,98,15,1
DON919985,Edward,Wright,edwardwright87@yahoo.com,Portland,10,60.54,10.0,119,0.79,136.09,41.76,4,99,12,1
DON510413,Donald,Garcia,donaldgarcia57@gmail.com,Indianapolis,4,146.65,4.0,144,0.45,362.74,73.43,8,73,5,1
DON925689,William,Williams,william_williams97@outlook.com,Memphis,4,19.59,3.73,391,0.19,40.18,9.76,7,81,8,0
DON158368,John,Lewis,johnlewis30@email.com,Austin,1,11.55,0.81,450,0.12,27.52,5.7,9,95,12,0
DON867077,Daniel,Ramirez,daniel.ramirez73@icloud.com,San Antonio,4,180.64,4.0,255,0.48,515.45,55.95,6,81,14,1
DON371951,Paul,Ramirez,paul_ramirez85@icloud.com,Los Angeles,7,153.5,7.0,146,0.52,448.41,61.51,7,76,11,1
DON332397,Andrew,Robinson,andrewrobinson62@gmail.com,New York,38,1038.35,38.0,5,0.85,2067.43,538.78,7,57,14,1
DON987752,Andrew,Garcia,andrew.garcia47@hotmail.com,Columbus,5,61.64,5.0,296,0.4,107.42,23.84,3,49,12,1
DON355427,Brian,Adams,brian_adams59@outlook.com,Fort Worth,8,216.63,8.0,46,0.62,421.91,146.55,7,39,1,1
DON134988,Steven,Anderson,steven.anderson55@gmail.com,Austin,2,240.02,2.0,305,0.34,565.89,94.69,0,75,4,1
DON178027,Margaret,King,margaret.king50@email.com,Los Angeles,1,34.38,0.92,398,0.23,97.05,12.01,5,56,0,0
DON323576,Jason,Smith,jasonsmith83@outlook.com,Columbus,1,105.79,1.0,105,0.44,191.45,69.69,10,59,10,1
DON355469,John,King,john_king58@email.com,Austin,3,130.22,3.0,65,0.48,321.23,73.95,4,64,2,1
DON283512,Barbara,Clark,barbara.clark7@outlook.com,Austin,4,161.27,4.0,359,0.35,322.53,53.89,10,62,9,1
DON465958,Linda,Garcia,lindagarcia95@icloud.com,Las Vegas,13,115.9,13.0,83,0.56,196.48,39.9,6,13,12,1
DON381431,Linda,Moore,linda.moore93@outlook.com,Fort Worth,5,105.08,5.0,93,0.76,304.12,62.98,0,60,10,1
DON837083,Jane,Scott,janescott96@outlook.com,San Diego,18,351.11,18.0,51,0.74,804.89,207.9,4,20,7,1
DON933398,Edward,Johnson,edward_johnson69@email.com,New York,1,25.69,1.0,268,0.26,50.37,10.54,5,36,10,0
DON576237,Daniel,Smith,daniel.smith52@gmail.com,Denver,2,18.11,2.0,110,0.06,50.35,7.51,3,85,9,0
DON360881,Carol,Young,carol_young88@email.com,Nashville,4,33.39,4.0,254,0.21,51.97,22.8,5,43,11,0
DON353005,Anthony,Scott,anthonyscott28@gmail.com,Fort Worth,13,149.35,13.0,42,0.73,275.55,88.79,3,41,3,1
DON236657,Paul,Green,paulgreen49@outlook.com,Las Vegas,2,25.59,2.0,33,0.09,67.13,8.53,7,96,0,0
DON263885,Kimberly,Davis,kimberly.davis45@icloud.com,Philadelphia,1,77.51,1.0,300,0.15,140.36,51.4,7,13,7,0
DON502657,Joshua,Hall,joshuahall37@gmail.com,Chicago,2,224.87,2.0,80,0.07,494.67,135.76,5,9,14,1
DON996109,Jane,Martinez,janemartinez70@email.com,Memphis,3,51.57,2.07,528,0.18,77.53,21.88,0,34,14,0
DON803749,Robert,Williams,robert.williams28@gmail.com,Seattle,25,257.04,25.0,25,0.94,556.74,135.41,8,45,0,1
DON381446,Ashley,Martin,ashleymartin27@email.com,Charlotte,11,149.34,11.0,179,0.59,327.18,99.51,8,27,4,1
DON219704,Ashley,King,ashley.king65@gmail.com,Los Angeles,1,48.59,1.0,294,0.13,114.87,31.63,4,42,6,0
DON215661,Kenneth,King,kennethking77@gmail.com,Chicago,4,67.8,4.0,221,0.38,117.71,40.44,9,59,6,0
DON955572,Donald,Miller,donald_miller3@hotmail.com,Nashville,2,117.41,2.0,186,0.36,211.59,73.98,6,21,1,0
DON244781,David,King,david.king58@email.com,Chicago,5,40.55,4.42,413,0.14,73.1,20.28,9,30,6,0
DON618763,Donna,Scott,donnascott37@outlook.com,Dallas,2,63.53,2.0,352,0.12,137.71,40.67,4,26,15,0
DON502274,Mary,Williams,mary.williams37@hotmail.com,Los Angeles,4,79.22,4.0,219,0.18,183.61,33.64,3,47,8,0
DON673428,Timothy,Ramirez,timothy.ramirez5@yahoo.com,Dallas,5,116.12,5.0,244,0.43,178.77,70.8,10,69,5,1
DON823252,Carol,Hernandez,carol_hernandez7@yahoo.com,Las Vegas,9,67.91,9.0,92,0.58,133.77,24.94,8,2,14,1
DON804647,Ronald,Jackson,ronald_jackson72@hotmail.com,Jacksonville,3,19.43,2.41,455,0.17,57.62,9.53,4,54,14,0
DON540042,Sandra,Thompson,sandra_thompson1@outlook.com,Fort Worth,2,103.81,1.15,633,0.26,230.13,42.61,0,77,5,0
DON462257,Margaret,Young,margaretyoung61@yahoo.com,New York,3,76.03,3.0,213,0.27,203.99,32.74,9,45,7,0
DON586853,Kimberly,Hernandez,kimberly.hernandez14@email.com,Charlotte,3,79.21,1.58,692,0.32,170.49,36.13,9,76,2,0
DON469907,Margaret,Smith,margaretsmith22@hotmail.com,Boston,5,29.95,4.18,437,0.19,76.73,12.78,4,28,15,0
DON166257,Brian,Hall,brian.hall79@gmail.com,Detroit,1,53.46,1.0,24,0.0,117.1,22.42,3,34,3,0
DON581310,Anthony,King,anthony_king91@gmail.com,Chicago,1,59.85,0.61,594,0.36,118.04,18.42,5,2,7,0
DON262629,Joshua,Scott,joshua_scott85@gmail.com,San Antonio,1,103.92,1.0,197,0.23,181.61,39.96,6,59,13,0
DON619626,Barbara,Rodriguez,barbara.rodriguez26@gmail.com,Jacksonville,5,74.51,5.0,176,0.75,216.24,48.73,7,69,6,1
DON733885,Brian,Hernandez,brian.hernandez88@yahoo.com,Detroit,3,35.45,2.67,410,0.28,79.2,20.94,8,10,9,0
DON388219,Ashley,Lewis,ashley_lewis34@email.com,San Jose,1,68.95,0.73,498,0.21,189.25,45.11,8,58,1,0
DON792651,George,Campbell,george_campbell29@outlook.com,Portland,15,309.44,15.0,156,0.62,689.95,134.91,1,36,8,1
DON141165,Donald,Lewis,donald.lewis4@yahoo.com,Austin,28,594.04,28.0,5,0.72,1575.33,341.98,8,52,3,1
DON675022,Karen,Mitchell,karen_mitchell67@hotmail.com,Phoenix,41,168.14,41.0,25,0.81,469.59,52.35,3,67,10,1
DON311683,Linda,Nguyen,linda.nguyen31@email.com,Portland,1,184.42,1.0,112,0.44,520.95,88.08,3,63,15,1
DON593653,Susan,Baker,susan.baker31@icloud.com,Las Vegas,1,53.65,1.0,292,0.11,152.61,20.84,9,63,2,0
DON795059,Helen,Mitchell,helen.mitchell72@email.com,Houston,2,44.23,2.0,203,0.17,112.01,14.87,7,59,5,0
DON165394,Susan,White,susan.white44@yahoo.com,Nashville,3,90.98,3.0,226,0.2,257.8,56.13,10,52,2,0
DON702767,Susan,Perez,susanperez40@yahoo.com,Chicago,5,50.52,2.86,637,0.34,96.22,23.01,9,74,15,0
DON486469,James,Green,james_green38@gmail.com,Boston,2,38.92,2.0,341,0.22,81.44,24.75,0,85,10,0
DON109488,Helen,Scott,helen_scott1@email.com,Nashville,14,378.22,14.0,41,0.76,728.29,128.65,0,32,12,1
DON567120,Emma,Torres,emma.torres62@icloud.com,San Antonio,26,392.78,26.0,46,0.73,734.61,256.65,2,84,5,1
DON223067,Lisa,Ramirez,lisa_ramirez9@email.com,Philadelphia,2,58.48,1.5,486,0.08,159.5,35.14,10,69,11,0
DON218051,Matthew,Jones,matthewjones61@gmail.com,Chicago,2,142.16,2.0,205,0.17,422.14,84.58,6,65,1,0
DON103133,Nancy,Hall,nancy_hall22@email.com,Philadelphia,5,39.42,4.43,412,0.11,95.2,20.52,4,100,13,0
DON941858,Edward,Lopez,edward.lopez26@yahoo.com,New York,6,130.29,6.0,156,0.71,233.23,52.3,3,3,6,1
DON695040,Kimberly,Lee,kimberly.lee33@hotmail.com,San Diego,3,77.81,3.0,210,0.58,173.0,31.22,10,6,3,0
DON967381,Jessica,Lewis,jessica.lewis43@email.com,Charlotte,3,163.13,3.0,361,0.48,480.95,72.08,0,84,9,0
DON817974,Jane,Baker,jane.baker11@gmail.com,Charlotte,44,75.01,44.0,40,0.99,201.59,31.2,6,34,3,1
DON512775,Ashley,Lopez,ashley.lopez95@yahoo.com,Portland,29,1109.52,29.0,51,0.81,2156.88,504.08,6,51,7,1
DON854891,Betty,Martinez,betty.martinez64@outlook.com,Phoenix,10,280.28,10.0,134,0.56,826.68,155.02,8,22,7,1
DON556850,Margaret,Garcia,margaret_garcia48@icloud.com,New York,2,12.85,2.0,347,0.13,26.27,6.1,1,96,5,0
DON301132,Edward,Taylor,edward_taylor55@hotmail.com,Detroit,29,207.56,29.0,2,0.72,321.19,133.81,0,28,13,1
DON354304,Carol,Miller,carol.miller40@hotmail.com,Portland,3,38.3,2.77,395,0.16,85.49,12.69,9,75,12,0
DON180700,Timothy,Hill,timothy_hill96@gmail.com,Memphis,4,72.75,3.05,479,0.13,162.35,25.47,4,50,6,0
DON137563,James,Torres,james.torres76@outlook.com,Philadelphia,4,17.74,4.0,260,0.12,47.02,6.42,7,94,1,0
DON279819,Brian,Robinson,brian_robinson80@gmail.com,San Diego,32,108.29,32.0,31,0.84,188.18,65.94,8,91,14,1
DON385742,Jane,Rivera,jane.rivera88@yahoo.com,Chicago,48,540.84,48.0,30,0.89,1340.79,200.04,5,11,0,1
DON409120,Steven,Miller,stevenmiller55@icloud.com,Los Angeles,1,175.64,1.0,53,0.41,478.87,55.61,0,96,1,1
DON641783,Sandra,Campbell,sandra.campbell27@hotmail.com,San Jose,12,292.23,12.0,61,0.57,592.63,96.67,5,43,4,1
DON531466,Jennifer,Torres,jennifer.torres93@icloud.com,Houston,40,320.22,40.0,20,0.78,495.59,151.34,3,98,10,1
DON129876,Steven,Rivera,steven_rivera82@email.com,Los Angeles,1,194.73,1.0,320,0.2,296.12,129.62,4,14,10,1
DON868271,Barbara,Jones,barbarajones67@icloud.com,Charlotte,15,386.29,15.0,37,0.93,672.73,143.59,6,53,12,1
DON156445,Michael,Thomas,michael_thomas87@yahoo.com,Dallas,4,44.71,3.06,477,0.31,84.86,21.41,10,23,13,0
DON733120,Patricia,Lewis,patricialewis29@outlook.com,San Antonio,9,152.96,9.0,84,0.56,325.07,49.73,4,7,10,1
DON220488,Lisa,Moore,lisa.moore51@yahoo.com,Boston,2,62.37,2.0,134,0.35,100.9,29.59,10,58,14,1
DON660879,Carol,Gonzalez,carol_gonzalez84@hotmail.com,Jacksonville,5,126.69,5.0,125,0.3,299.91,59.3,5,43,9,1
DON361200,Donald,Perez,donald.perez33@hotmail.com,San Jose,5,38.31,5.0,224,0.28,60.86,12.05,2,36,1,1
DON177567,Timothy,Robinson,timothy.robinson35@icloud.com,Los Angeles,4,32.33,3.71,394,0.15,87.07,21.57,4,96,0,0
DON404956,John,Williams,johnwilliams6@yahoo.com,Phoenix,13,91.09,13.0,46,0.53,248.01,55.77,3,27,7,1
DON429740,Anthony,Perez,anthony_perez62@yahoo.com,San Antonio,35,1173.87,35.0,4,0.77,3429.55,810.04,5,54,7,1
DON882030,Betty,Allen,betty.allen1@gmail.com,Houston,13,409.04,13.0,143,0.68,715.55,174.64,1,53,11,1
DON461707,Jane,Hall,jane.hall25@outlook.com,New York,24,470.48,24.0,42,0.73,1019.65,235.96,1,96,5,1
DON822958,Elizabeth,Adams,elizabethadams12@yahoo.com,Austin,1,252.88,1.0,154,0.21,660.63,138.55,8,86,5,1
DON538569,Helen,Moore,helen_moore44@email.com,Los Angeles,2,145.08,2.0,277,0.53,270.39,82.96,2,5,6,0
DON186064,Linda,Martinez,linda_martinez18@yahoo.com,Jacksonville,3,23.15,2.87,382,0.04,67.48,10.69,7,62,13,0
DON950407,Ashley,Jones,ashley.jones60@outlook.com,Denver,16,788.31,16.0,6,0.91,2091.77,410.65,6,71,6,1
DON991923,Andrew,Johnson,andrewjohnson36@gmail.com,Philadelphia,18,201.04,18.0,40,0.83,491.22,94.78,9,67,15,1
DON876072,Ronald,Lopez,ronald_lopez46@gmail.com,Portland,5,24.49,5.0,353,0.33,49.25,15.72,6,77,5,1
DON356435,Ronald,Taylor,ronald.taylor45@email.com,San Diego,14,41.59,14.0,52,0.53,85.28,21.48,4,46,11,1
DON329141,Helen,Young,helenyoung97@email.com,Chicago,1,16.53,1.0,249,0.24,36.76,9.16,3,3,4,0
DON284670,Jane,Torres,janetorres36@gmail.com,Fort Worth,3,44.4,2.52,435,0.28,130.05,30.89,10,91,0,0
DON347311,Michael,Harris,michael_harris87@hotmail.com,San Jose,5,38.91,5.0,319,0.37,99.24,26.39,5,16,7,1
DON814702,Sandra,Thomas,sandrathomas46@gmail.com,San Diego,5,126.72,5.0,137,0.55,313.55,65.11,3,16,6,1
DON206572,Patricia,Nguyen,patricianguyen17@hotmail.com,Charlotte,10,220.12,10.0,117,0.68,643.37,75.07,0,98,7,1
DON335118,Thomas,Young,thomas.young9@outlook.com,Fort Worth,2,44.91,1.81,404,0.04,125.17,28.86,8,85,9,0
DON657273,Margaret,Perez,margaret_perez45@gmail.com,San Francisco,1,135.9,1.0,59,0.46,236.65,72.4,10,76,11,1
DON333062,George,Allen,george_allen43@yahoo.com,Columbus,1,92.37,1.0,242,0.34,270.33,37.32,1,70,14,0
DON809382,James,Lopez,james.lopez66@email.com,Austin,5,385.04,5.0,56,0.66,888.75,151.49,10,25,2,1
DON583428,Lisa,Johnson,lisa.johnson42@outlook.com,Dallas,3,44.8,3.0,348,0.29,118.85,13.69,5,55,11,0
DON797069,Jessica,Torres,jessicatorres18@email.com,Portland,33,201.33,33.0,43,0.74,447.29,61.56,9,63,6,1
DON602200,Steven,Young,stevenyoung16@email.com,Jacksonville,26,203.28,26.0,28,0.79,378.91,107.66,8,94,6,1
DON698751,Michael,Johnson,michaeljohnson21@icloud.com,Los Angeles,3,57.98,3.0,176,0.59,140.77,29.83,7,86,15,1
DON618006,Edward,Hall,edward.hall43@outlook.com,Boston,1,48.81,1.0,243,0.19,99.42,17.27,8,100,11,0
DON871622,Susan,Campbell,susancampbell1@outlook.com,Indianapolis,2,17.54,2.0,191,0.57,38.33,6.01,5,73,14,0
DON104387,Brian,Baker,brian.baker33@outlook.com,Portland,35,293.31,35.0,13,0.89,512.64,168.39,3,7,14,1
DON877291,Helen,Garcia,helen.garcia42@yahoo.com,Seattle,15,147.27,15.0,55,0.52,231.08,48.08,4,60,6,1
DON104400,Linda,Lewis,linda.lewis57@icloud.com,Houston,2,57.76,1.86,392,0.18,118.28,26.98,7,13,8,0
DON607362,David,Campbell,david.campbell42@yahoo.com,San Diego,30,346.46,30.0,14,0.81,901.77,232.79,9,85,15,1
DON189518,Andrew,Robinson,andrew.robinson71@hotmail.com,San Diego,12,48.92,12.0,87,0.58,127.93,28.62,3,51,1,1
DON283715,Daniel,Garcia,daniel.garcia99@outlook.com,Columbus,26,323.15,26.0,28,0.81,528.4,212.53,4,56,5,1
DON391048,Michelle,Jackson,michelle_jackson50@hotmail.com,Phoenix,11,76.87,11.0,127,0.61,224.31,35.4,8,5,9,1
DON719900,Michael,Flores,michael.flores7@outlook.com,Las Vegas,13,106.09,13.0,180,0.71,236.9,67.24,7,13,12,1
DON588361,Jennifer,Thomas,jenniferthomas98@icloud.com,Phoenix,5,21.86,3.28,557,0.34,57.8,8.61,1,84,8,0
DON994358,Anthony,Adams,anthony_adams22@email.com,Jacksonville,13,186.02,13.0,160,0.8,485.83,88.33,6,55,9,1
DON297693,Betty,Taylor,betty.taylor5@outlook.com,Dallas,5,48.2,5.0,283,0.53,118.13,15.07,10,23,8,1
DON638719,Betty,Martinez,bettymartinez63@gmail.com,Jacksonville,13,286.31,13.0,136,0.57,649.75,149.19,9,14,10,1
DON367965,David,Martinez,david_martinez82@email.com,Houston,30,113.72,30.0,18,0.81,324.13,65.83,3,71,14,1
DON741858,Sandra,Brown,sandrabrown33@hotmail.com,Los Angeles,7,224.71,7.0,60,0.61,387.86,108.88,7,44,7,1
DON698283,Helen,Lee,helenlee11@icloud.com,Chicago,2,5.25,2.0,18,0.35,15.34,2.21,5,69,1,1
DON926665,Andrew,Hill,andrew_hill45@outlook.com,Indianapolis,3,123.85,3.0,306,0.15,298.07,71.8,5,61,13,0
DON472128,Brian,Miller,brianmiller89@yahoo.com,Houston,1,56.36,1.0,281,0.38,126.88,34.27,3,56,6,0
DON248418,George,White,georgewhite30@yahoo.com,New York,2,29.41,2.0,289,0.15,59.7,16.56,1,30,10,0
DON449516,Anthony,King,anthony.king59@hotmail.com,San Francisco,8,40.42,8.0,141,0.63,118.14,15.7,7,4,4,1
DON423236,Lisa,Williams,lisa.williams34@gmail.com,Charlotte,6,112.03,6.0,178,0.6,180.32,77.04,3,54,4,1
DON656321,Patricia,Martinez,patricia_martinez18@yahoo.com,Austin,1,133.65,1.0,273,0.38,288.69,88.12,0,84,14,0
DON396310,Anthony,Scott,anthonyscott72@icloud.com,Memphis,10,151.2,10.0,56,0.67,246.84,92.38,6,93,4,1
DON231417,Andrew,Young,andrewyoung87@gmail.com,San Jose,4,193.74,4.0,234,0.4,332.33,78.21,0,21,14,1
DON189021,Matthew,Lee,matthewlee78@email.com,Chicago,5,36.36,3.82,478,0.13,98.26,14.47,5,75,4,0
DON107382,Robert,Baker,robert_baker87@email.com,Columbus,2,60.49,2.0,275,0.51,147.41,25.59,4,6,11,1
DON483030,Michael,Campbell,michael.campbell24@hotmail.com,Dallas,4,13.23,3.48,420,0.11,21.63,5.14,2,93,12,0
DON745343,Donna,Thompson,donna_thompson41@yahoo.com,Columbus,4,41.74,2.87,508,0.32,82.25,20.83,3,70,13,0
DON928208,Kenneth,Mitchell,kenneth.mitchell23@outlook.com,Memphis,5,130.91,5.0,250,0.55,332.23,76.45,8,11,8,1
DON666364,Emma,Ramirez,emma_ramirez49@email.com,Charlotte,2,206.55,2.0,187,0.47,554.69,63.32,2,22,6,0
DON480406,James,Hall,james_hall8@outlook.com,San Diego,5,41.14,4.67,391,0.28,90.57,16.3,0,93,15,0
DON323344,Nancy,Williams,nancy.williams88@gmail.com,Houston,11,53.99,11.0,93,0.71,102.89,28.25,8,22,8,1
DON869433,Donald,Harris,donaldharris89@yahoo.com,Los Angeles,17,1054.91,17.0,12,0.86,2406.75,511.23,3,73,13,1
DON429964,Andrew,Jones,andrewjones59@gmail.com,Jacksonville,19,449.84,19.0,10,0.78,1250.24,138.35,4,8,10,1
DON933776,Donna,Hill,donna_hill83@icloud.com,Boston,14,315.25,14.0,163,0.75,823.79,205.34,0,3,7,1
DON916613,James,Thomas,james_thomas65@outlook.com,Portland,2,35.78,2.0,227,0.13,106.06,20.51,5,57,1,0
DON596467,Kimberly,Ramirez,kimberly.ramirez77@gmail.com,Detroit,49,582.43,49.0,42,1.0,916.11,337.37,0,74,5,1
DON587892,Dorothy,Johnson,dorothy_johnson6@hotmail.com,San Antonio,2,47.0,2.0,125,0.54,113.77,22.81,0,22,15,1
DON521262,Kimberly,Miller,kimberly_miller23@email.com,Detroit,1,190.75,1.0,65,0.14,350.72,129.69,10,67,6,0
DON383759,Dorothy,Baker,dorothy_baker71@gmail.com,Las Vegas,19,294.6,19.0,47,0.76,681.21,155.86,9,65,10,1
DON304855,Matthew,Martinez,matthew_martinez94@icloud.com,Chicago,3,31.17,3.0,189,0.43,69.77,17.83,5,71,10,0
DON470974,Mark,Clark,mark_clark46@yahoo.com,Seattle,4,91.78,4.0,194,0.59,244.2,53.64,1,52,1,0
DON586025,Kimberly,Moore,kimberly.moore56@outlook.com,Charlotte,4,78.56,2.07,705,0.39,129.43,50.56,4,68,8,0
DON422276,Paul,Jackson,paul_jackson26@outlook.com,Las Vegas,32,899.9,32.0,44,0.74,1884.1,623.15,4,29,10,1
DON669081,Steven,Hernandez,steven.hernandez71@outlook.com,Phoenix,4,128.17,4.0,324,0.56,303.66,53.18,6,11,2,1
DON988288,Donna,Smith,donna.smith65@icloud.com,Seattle,1,22.43,1.0,246,0.32,62.08,7.69,5,6,9,0
DON158453,Donald,Lewis,donald.lewis92@yahoo.com,Portland,22,663.97,22.0,19,0.81,1364.48,438.13,7,82,9,1
DON219236,David,Smith,davidsmith32@outlook.com,Detroit,9,250.2,9.0,55,0.78,383.38,139.47,7,48,5,1
DON544082,Brian,Brown,brian.brown24@hotmail.com,Dallas,5,97.03,5.0,236,0.33,197.52,65.35,3,86,13,0
DON585362,Jane,Miller,jane.miller47@hotmail.com,Boston,3,31.86,3.0,287,0.49,68.0,16.37,4,80,11,1
DON100987,Patricia,Williams,patriciawilliams89@outlook.com,San Diego,26,1018.47,26.0,15,0.89,1814.58,666.55,5,9,3,1
DON851484,Michelle,Clark,michelleclark18@gmail.com,Philadelphia,4,66.43,4.0,250,0.35,148.68,37.1,5,98,2,0
